payload_commit_msg,repository_language
"merged branch jjbohn/feature/property-path-hasser (PR #3549) Commits ------- b6ac1aa [FORM] Give PropertyPath ability to read hassers Discussion ---------- [Form] Give PropertyPath ability to read hassers Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Using a `hasser` instead of `isser` for Boolean values is pretty common. I've found myself using `issers` a handful of times just to make an interface play nice with the form component, but the code reads funny now. I don't think we should be accounting for every possible `getter` variation, but I think this one is common enough that it warrants a discussion. --------------------------------------------------------------------------- by fabpot at 2012-03-11T08:25:31Z I tend to agree with with. What do you think @bschussek? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:42:28Z I'm not so sure. There are lots of reasons to write a *hasser* that accepts an argument (i.e. `User::hasRole($role)`). Doesn't seem as clean as *issers* and *getters*. --------------------------------------------------------------------------- by vicb at 2012-03-16T22:49:14Z > There are lots of reasons to write a hasser that accepts an argument May be can check for 0 args as we are already using reflexion ? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:55:43Z In that case we should check that there are either 0 arguments or only optional arguments and also consider adding the same logic to the other varieties. --------------------------------------------------------------------------- by jjbohn at 2012-03-16T23:37:47Z Passing arguments seems like a pretty big departure for PropertyPath. How would you annotate that? I'm not sure I see a common use case for needing arguments when mapping data to and from forms. --------------------------------------------------------------------------- by stof at 2012-03-16T23:50:22Z @jjbohn it is not about passing arguments but about using the hasser only if it does not have required arguments --------------------------------------------------------------------------- by jjbohn at 2012-03-17T01:54:18Z Ah. I see. I have a tendency to read @kriswallsmith comments wrong :D. I could see that but iirc, there's not any current check like this on the other accessors. Happy to add it though if there's a consensus. --------------------------------------------------------------------------- by fabpot at 2012-03-17T11:24:34Z What's the point is checking the hasser/getter/isser arguments. It's up to the developer to check if he can use them or not. Let's not complexify the code for this. --------------------------------------------------------------------------- by kriswallsmith at 2012-03-17T15:37:39Z My concern is that someone writes a hasser method on their model that is not intended for use with the form component but it's called anyway, leading to WTFs. --------------------------------------------------------------------------- by stof at 2012-04-03T22:28:21Z @fabpot what's your decision about this ? @jjbohn you need to rebase your PR. It conflicts with master as tests have been moved --------------------------------------------------------------------------- by bschussek at 2012-04-05T14:53:55Z @kriswallsmith is right. The check for 1 === $method->getNumberOfRequiredParameters() can (and should) easily be added to all of the if-clauses here. Apart from that, I'm okay with adding this.",PHP
"merged branch jjbohn/feature/property-path-hasser (PR #3549) Commits ------- b6ac1aa [FORM] Give PropertyPath ability to read hassers Discussion ---------- [Form] Give PropertyPath ability to read hassers Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Using a `hasser` instead of `isser` for Boolean values is pretty common. I've found myself using `issers` a handful of times just to make an interface play nice with the form component, but the code reads funny now. I don't think we should be accounting for every possible `getter` variation, but I think this one is common enough that it warrants a discussion. --------------------------------------------------------------------------- by fabpot at 2012-03-11T08:25:31Z I tend to agree with with. What do you think @bschussek? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:42:28Z I'm not so sure. There are lots of reasons to write a *hasser* that accepts an argument (i.e. `User::hasRole($role)`). Doesn't seem as clean as *issers* and *getters*. --------------------------------------------------------------------------- by vicb at 2012-03-16T22:49:14Z > There are lots of reasons to write a hasser that accepts an argument May be can check for 0 args as we are already using reflexion ? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:55:43Z In that case we should check that there are either 0 arguments or only optional arguments and also consider adding the same logic to the other varieties. --------------------------------------------------------------------------- by jjbohn at 2012-03-16T23:37:47Z Passing arguments seems like a pretty big departure for PropertyPath. How would you annotate that? I'm not sure I see a common use case for needing arguments when mapping data to and from forms. --------------------------------------------------------------------------- by stof at 2012-03-16T23:50:22Z @jjbohn it is not about passing arguments but about using the hasser only if it does not have required arguments --------------------------------------------------------------------------- by jjbohn at 2012-03-17T01:54:18Z Ah. I see. I have a tendency to read @kriswallsmith comments wrong :D. I could see that but iirc, there's not any current check like this on the other accessors. Happy to add it though if there's a consensus. --------------------------------------------------------------------------- by fabpot at 2012-03-17T11:24:34Z What's the point is checking the hasser/getter/isser arguments. It's up to the developer to check if he can use them or not. Let's not complexify the code for this. --------------------------------------------------------------------------- by kriswallsmith at 2012-03-17T15:37:39Z My concern is that someone writes a hasser method on their model that is not intended for use with the form component but it's called anyway, leading to WTFs. --------------------------------------------------------------------------- by stof at 2012-04-03T22:28:21Z @fabpot what's your decision about this ? @jjbohn you need to rebase your PR. It conflicts with master as tests have been moved --------------------------------------------------------------------------- by bschussek at 2012-04-05T14:53:55Z @kriswallsmith is right. The check for 1 === $method->getNumberOfRequiredParameters() can (and should) easily be added to all of the if-clauses here. Apart from that, I'm okay with adding this.",PHP
"Merge pull request #1 from OscarGodson/master OscarGodson Cleaned up the README, yay!",JavaScript
Merge pull request #23 from MoSheriff/master The audio manager is working. Yay. Credit(and potential blame) to Mike.,C++
"Niceify-ing it (Yes, that's a word)",C++
Forgot the MULT:YES tag... whoops! Issue#: TEST-71 git-svn-id: https://pcgen.svn.sourceforge.net/svnroot/pcgen/Trunk/pcgen@16646 b6a209e6-650d-0410-972b-dadffa731f64,Java
"Merged the stars/constellations data with the planet data. Now everything is structured nicely, and things are quick because everything is precomputed! Yay.",JavaScript
apt-get assume yes for setup-ubuntu,Shell
"yay, can now run tests and clear them :D",Emacs Lisp
yay,PHP
"debug still yes, other no",JavaScript
updates: Firefox now works with Hybi-13 (yay!),Java
updates: Firefox now works with Hybi-13 (yay!),Java
Remove Strategy altogether Yay!,Ruby
"merged branch jjbohn/feature/property-path-hasser (PR #3549) Commits ------- b6ac1aa [FORM] Give PropertyPath ability to read hassers Discussion ---------- [Form] Give PropertyPath ability to read hassers Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Using a `hasser` instead of `isser` for Boolean values is pretty common. I've found myself using `issers` a handful of times just to make an interface play nice with the form component, but the code reads funny now. I don't think we should be accounting for every possible `getter` variation, but I think this one is common enough that it warrants a discussion. --------------------------------------------------------------------------- by fabpot at 2012-03-11T08:25:31Z I tend to agree with with. What do you think @bschussek? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:42:28Z I'm not so sure. There are lots of reasons to write a *hasser* that accepts an argument (i.e. `User::hasRole($role)`). Doesn't seem as clean as *issers* and *getters*. --------------------------------------------------------------------------- by vicb at 2012-03-16T22:49:14Z > There are lots of reasons to write a hasser that accepts an argument May be can check for 0 args as we are already using reflexion ? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:55:43Z In that case we should check that there are either 0 arguments or only optional arguments and also consider adding the same logic to the other varieties. --------------------------------------------------------------------------- by jjbohn at 2012-03-16T23:37:47Z Passing arguments seems like a pretty big departure for PropertyPath. How would you annotate that? I'm not sure I see a common use case for needing arguments when mapping data to and from forms. --------------------------------------------------------------------------- by stof at 2012-03-16T23:50:22Z @jjbohn it is not about passing arguments but about using the hasser only if it does not have required arguments --------------------------------------------------------------------------- by jjbohn at 2012-03-17T01:54:18Z Ah. I see. I have a tendency to read @kriswallsmith comments wrong :D. I could see that but iirc, there's not any current check like this on the other accessors. Happy to add it though if there's a consensus. --------------------------------------------------------------------------- by fabpot at 2012-03-17T11:24:34Z What's the point is checking the hasser/getter/isser arguments. It's up to the developer to check if he can use them or not. Let's not complexify the code for this. --------------------------------------------------------------------------- by kriswallsmith at 2012-03-17T15:37:39Z My concern is that someone writes a hasser method on their model that is not intended for use with the form component but it's called anyway, leading to WTFs. --------------------------------------------------------------------------- by stof at 2012-04-03T22:28:21Z @fabpot what's your decision about this ? @jjbohn you need to rebase your PR. It conflicts with master as tests have been moved --------------------------------------------------------------------------- by bschussek at 2012-04-05T14:53:55Z @kriswallsmith is right. The check for 1 === $method->getNumberOfRequiredParameters() can (and should) easily be added to all of the if-clauses here. Apart from that, I'm okay with adding this.",PHP
"Yay, more features",Python
"yay, boost switch",C
"Yes, that is a real file. It's right here. How did you miss it?",Shell
Define the macros HAVE_GL/HAVE_SDL/HAVE_X11/HAVE_GLX to 1 instead of 'yes',C
"- Avoid creating an empty directory. [1] - Remove USE_KDE4, it's useless. - Use bsd.port.mk instead of its pre and post variants. - Bump PORTREVISION. PR: 166546 [1] Feature safe: yes",C
"merged branch bschussek/issue3738 (PR #3807) Commits ------- 6584721 [Form] Improved labels generated by default from form names 6e0b03a [Form] Fixed label of prototype in CollectionType fc342d1 Merge remote branch 'umpirsky/collection-name' into issue3738 f91660d Added test for prototype label. Discussion ---------- [Form] Fixed default label generated for the CollectionType prototype Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #3738, #3739 Todo: - ![Travis Build Status](https://secure.travis-ci.org/bschussek/symfony.png?branch=issue3738) (the fact that the build fails seems to origin from the broken master)",PHP
"merged branch chmielot/3446-empty-multiple-entity-choice (PR #3734) Commits ------- a430f3d [#3446] [Form] Fix getChoicesForValues of EntityChoiceList on empty values Discussion ---------- [Form] Fix reverseTransform on multiple entity form type Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #3446, #3727 Todo: - --------------------------------------------------------------------------- by stof at 2012-04-03T23:05:55Z @bschussek ping --------------------------------------------------------------------------- by stof at 2012-04-03T23:06:45Z This is an alternate implementation for #3727 --------------------------------------------------------------------------- by chmielot at 2012-04-04T13:47:27Z OK, this is another possibility to fix this issue with working tests. What do you think about this? --------------------------------------------------------------------------- by chmielot at 2012-04-04T13:51:27Z OK, just done. --------------------------------------------------------------------------- by stof at 2012-04-04T13:51:39Z @beberlei @bschussek ping --------------------------------------------------------------------------- by bschussek at 2012-04-06T18:50:37Z @fabpot :+1:",PHP
"merged branch chmielot/3446-empty-multiple-entity-choice (PR #3734) Commits ------- a430f3d [#3446] [Form] Fix getChoicesForValues of EntityChoiceList on empty values Discussion ---------- [Form] Fix reverseTransform on multiple entity form type Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: #3446, #3727 Todo: - --------------------------------------------------------------------------- by stof at 2012-04-03T23:05:55Z @bschussek ping --------------------------------------------------------------------------- by stof at 2012-04-03T23:06:45Z This is an alternate implementation for #3727 --------------------------------------------------------------------------- by chmielot at 2012-04-04T13:47:27Z OK, this is another possibility to fix this issue with working tests. What do you think about this? --------------------------------------------------------------------------- by chmielot at 2012-04-04T13:51:27Z OK, just done. --------------------------------------------------------------------------- by stof at 2012-04-04T13:51:39Z @beberlei @bschussek ping --------------------------------------------------------------------------- by bschussek at 2012-04-06T18:50:37Z @fabpot :+1:",PHP
Now using generic traits. Yay.,C
yay! dispatching to views,Java
Export the BATCH=yes as well to make sure this works,C
"merged branch ruimarinho/http_digest (PR #3781) Commits ------- fc41d4f [Security] [HttpDigest] Fixes a configuration error caused by an invalid 'key' child node configuration Discussion ---------- [Security] [HttpDigest] Fixes a configuration error caused by an invalid ""key"" child node configuration Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: ![Build status](https://secure.travis-ci.org/ruimarinho/symfony.png?branch=http_digest)",PHP
merged branch hhamon/route_collection_better_exception_message (PR #3801) Commits ------- 04ae7cc [Routing] fixed exception message. f7647f9 [Routing] improved exception message when giving an invalid route name. Discussion ---------- Route collection better exception message Bug fix: no Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: -,PHP
"merged branch ruimarinho/icu-48-fix (PR #3748) Commits ------- 8689e9c [WIP] [Locale] Fixes NumberFormatter tests failing when using ICU 4.8 or 4.8.1 Discussion ---------- [WIP] [Locale] Fixes NumberFormatter tests failing when using ICU 4.8 or 4.8.1.1 Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: no Todo: fix DateFormatter The ICU CLDR 2.0 data has been updated on ICU 4.8 and the same data set is used on version 4.8.1.1. The problem is related to [this commit](http://bugs.icu-project.org/trac/changeset?reponame=&new=31307%40icu%2Ftrunk%2Fsource%2Fdata%2Fcurr%2Fen.txt&old=31074%40icu%2Ftrunk%2Fsource%2Fdata%2Fcurr%2Fen.txt) which has since been updated with new data and subsequently shipped with version 49. The `DateFormatter` tests are still failing - see this [gist](https://gist.github.com/2004d40e5167286028ea). Suggestions are welcomed on how to handle this part. Test results with PHP 5.4.0 with ICU 4.8.1.1 on OSX: ```` FAILURES! Tests: 5917, Assertions: 12749, Failures: 26, Incomplete: 11, Skipped: 47. ``` with this WIP patch: ``` FAILURES! Tests: 5917, Assertions: 12749, Failures: 13, Incomplete: 11, Skipped: 47. ```",PHP
"merged branch jjbohn/feature/property-path-hasser (PR #3549) Commits ------- b6ac1aa [FORM] Give PropertyPath ability to read hassers Discussion ---------- [Form] Give PropertyPath ability to read hassers Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: yes Fixes the following tickets: - Todo: - Using a `hasser` instead of `isser` for Boolean values is pretty common. I've found myself using `issers` a handful of times just to make an interface play nice with the form component, but the code reads funny now. I don't think we should be accounting for every possible `getter` variation, but I think this one is common enough that it warrants a discussion. --------------------------------------------------------------------------- by fabpot at 2012-03-11T08:25:31Z I tend to agree with with. What do you think @bschussek? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:42:28Z I'm not so sure. There are lots of reasons to write a *hasser* that accepts an argument (i.e. `User::hasRole($role)`). Doesn't seem as clean as *issers* and *getters*. --------------------------------------------------------------------------- by vicb at 2012-03-16T22:49:14Z > There are lots of reasons to write a hasser that accepts an argument May be can check for 0 args as we are already using reflexion ? --------------------------------------------------------------------------- by kriswallsmith at 2012-03-16T22:55:43Z In that case we should check that there are either 0 arguments or only optional arguments and also consider adding the same logic to the other varieties. --------------------------------------------------------------------------- by jjbohn at 2012-03-16T23:37:47Z Passing arguments seems like a pretty big departure for PropertyPath. How would you annotate that? I'm not sure I see a common use case for needing arguments when mapping data to and from forms. --------------------------------------------------------------------------- by stof at 2012-03-16T23:50:22Z @jjbohn it is not about passing arguments but about using the hasser only if it does not have required arguments --------------------------------------------------------------------------- by jjbohn at 2012-03-17T01:54:18Z Ah. I see. I have a tendency to read @kriswallsmith comments wrong :D. I could see that but iirc, there's not any current check like this on the other accessors. Happy to add it though if there's a consensus. --------------------------------------------------------------------------- by fabpot at 2012-03-17T11:24:34Z What's the point is checking the hasser/getter/isser arguments. It's up to the developer to check if he can use them or not. Let's not complexify the code for this. --------------------------------------------------------------------------- by kriswallsmith at 2012-03-17T15:37:39Z My concern is that someone writes a hasser method on their model that is not intended for use with the form component but it's called anyway, leading to WTFs. --------------------------------------------------------------------------- by stof at 2012-04-03T22:28:21Z @fabpot what's your decision about this ? @jjbohn you need to rebase your PR. It conflicts with master as tests have been moved --------------------------------------------------------------------------- by bschussek at 2012-04-05T14:53:55Z @kriswallsmith is right. The check for 1 === $method->getNumberOfRequiredParameters() can (and should) easily be added to all of the if-clauses here. Apart from that, I'm okay with adding this.",PHP
"merged branch drak/session_flashmessages (PR #3267) Commits ------- 5ae76f1 [HttpFoundation] Update documentation. 910b5c7 [HttpFoudation] CS, more tests and some optimization. b0466e8 [HttpFoundation] Refactored BC Session class methods. 84c2e3c [HttpFoundation] Allow flash messages to have multiple messages per type. Discussion ---------- [2.1][HttpFoundation] Multiple session flash messages Bug fix: no Feature addition: yes Backwards compatibility break: yes, but this already happened in #2583. BC `Session` methods remain unbroken. Symfony2 tests pass: yes Fixes the following tickets: #1863 References the following tickets: #2714, #2753, #2510, #2543, #2853 Todo: - This PR alters flash messages so that it is possible to store more than one message per flash type using the `add()` method or by passing an array of messages to `set()`. __NOTES ABOUT BC__ This PR maintains BC behaviour with the `Session` class in that the old Symfony 2.0 methods will continue to work as before. --------------------------------------------------------------------------- by drak at 2012-02-13T06:28:33Z I think this is ready for review @fabpot @lsmith77 --------------------------------------------------------------------------- by lsmith77 at 2012-02-14T19:30:39Z the FlashBag vs. AutoExpireFlashBag behavior and setup difference should probably also be explained in the upgrading log --------------------------------------------------------------------------- by drak at 2012-02-15T04:43:14Z @lsmith77 Those differences are explained already in the changelog * Added `FlashBag`. Flashes expire when retrieved by `get()` or `all()`. This makes the implementation ESI compatible. * Added `AutoExpireFlashBag` (default) to replicate Symfony 2.0.x auto expire behaviour of messages auto expiring after one page page load. Messages must be retrived by `get()` or `all()`. --------------------------------------------------------------------------- by Crell at 2012-02-19T17:35:34Z Drak asked me to weigh in here with use cases. Drupal currently has a similar session-stored-messaging system in place that I'd like to be able to replace with Flash messages. We frequently have multiple messages within a single request, however, so this change is critical to our being able to do so. For instance, when saving an article in Drupal there is, by default, a ""yay, you saved an article!"" type message that gets displayed. If you also have the site configured to send email when a post is updated, you may see a ""email notifications sent"" message (depending on your access level). If you have a Solr server setup for search, and you're in debug mode, there will also be a ""record ID X added to Solr, it should update in 2 minutes"" message. And if there's a bug somewhere, you'll also get, as an error message rather than notice message, a ""Oops, E_NOTICE on line 54"" message. Form validation is another case. If you have multiple errors in a single form, we prefer to list all of them. So if you screw up 4 times on a form, you may get 4 different error messages showing what you screwed up so you can fix it in one go instead of several. Now sure, one could emulate that by building a multi-message layer on top of single-layer messages, but, really, why? ""One is a special case of many"", and there are many many cases where you'll want to post multiple messages. Like, most of Drupal. :-) --------------------------------------------------------------------------- by lsmith77 at 2012-03-06T20:55:51Z @fabpot is there any information you still need before merging this? do you want more discussion in which case you might want to take this to the mailing list .. --------------------------------------------------------------------------- by drak at 2012-03-08T18:54:13Z Another plus for this PR is that it requires no extra lines of code in templates etc to display the flashes, see https://github.com/symfony/symfony/pull/3267/files#diff-1 --------------------------------------------------------------------------- by drak at 2012-03-15T06:38:21Z Rebased against current `master`, should be mergeable again.. --------------------------------------------------------------------------- by evillemez at 2012-03-17T03:08:41Z +1 to this, I have an extended version of HttpFoundation just for this... would love to get rid of it.",PHP
"merged branch bschussek/issue3661 (PR #3821) Commits ------- e0ce6b4 [Form] Fixed required value guessed by ValidatorTypeGuesser Discussion ---------- [Form] Fixed required value guessed by ValidatorTypeGuesser Bug fix: yes Feature addition: no Backwards compatibility break: no* Symfony2 tests pass: yes Fixes the following tickets: #3661 Todo: - ![Travis Build Status](https://secure.travis-ci.org/bschussek/symfony.png?branch=issue3661) The documentation states that a field is set to required if constrained with NotBlank or NotNull and to not required otherwise. Due to a bug this was not the case and fields were always required. This is now fixed. The consequence is that some fields that were required before by default are not required anymore. The only difference is that the HTML5 ""required"" attribute disappears, because server-side validation did not occur before anyway.",PHP
"merged branch bschussek/issue3661 (PR #3821) Commits ------- e0ce6b4 [Form] Fixed required value guessed by ValidatorTypeGuesser Discussion ---------- [Form] Fixed required value guessed by ValidatorTypeGuesser Bug fix: yes Feature addition: no Backwards compatibility break: no* Symfony2 tests pass: yes Fixes the following tickets: #3661 Todo: - ![Travis Build Status](https://secure.travis-ci.org/bschussek/symfony.png?branch=issue3661) The documentation states that a field is set to required if constrained with NotBlank or NotNull and to not required otherwise. Due to a bug this was not the case and fields were always required. This is now fixed. The consequence is that some fields that were required before by default are not required anymore. The only difference is that the HTML5 ""required"" attribute disappears, because server-side validation did not occur before anyway.",PHP
SIL Compiler complete with interpretation!! SIM Code Generation to be completed. Yipee ki yay!!,C
"Windows: Always normalize paths to Windows-style It appears that `pwd` returns the POSIX-style or the DOS-style path depending which style the previous `cd` used. To normalize, enforce `pwd -W` in scripts. From the original e-mail exchange: On Thu, Mar 22, 2012 at 11:13:37AM +0100, Sebastian Schuberth wrote: > On Wed, Mar 21, 2012 at 22:21, Johannes Sixt <j6t@kdbg.org> wrote: > > > I build git and run its tests outside the msysgit environment. Does that > > explain the difference? (And I use CMD.) > > It does not make a difference for me. I started cmd.exe at > c:\msysgit\git\t, added c:\msysgit\bin temporarily to PATH, and ran > ""sh t5526-fetch-submodules.sh -i -v"", and the test still fails. Yes it probably does. Johannes said that he runs the tests outside of the msysgit folder. That way there is only one path the submodule script gets reported and not two like '/c/msysgit/git' and '/git'. That would explain to me why it is passing. I am afraid that the only solution is to patch msys itself to report the long absolute path when passing window style paths to cd. Currently when I do cd c:/msysgit/git I will end up in '/git' instead of the long path. I found that there is a -W option to pwd in msys bash which makes it always return the real windows path. A normalization in that direction is unique and thus might be more robust. Have a look at the attached patch. With this at least t5526 passes. I was not able to run the whole testsuite properly at the moment. I can have a look at that tomorrow. What do you think? Cheers Heiko Signed-off-by: Johannes Schindelin <johannes.schindelin@gmx.de>",C
"merged branch jakzal/SetCookieWithMultipleCookiesBugFix (PR #3823) Commits ------- 7f92833 [BrowserKit] Fixed cs. df3da28 [BrowserKit] Using assertNull instead of assertEquals. 87890d3 [BrowserKit] Fixed CookieJar issue being unable to parse multiple cookies from Set-Cookie. Discussion ---------- [BrowserKit] Fixed CookieJar being unable to parse multiple cookies Fix proposition for #3109 My fix splits value of *Set-Cookie* header by comma. Than it checks each extracted part if it starts with a cookie-name (token). If check is positive cookie is added to the list. Otherwise it's appended to the previous value. First element is always added to the list. [rfc6265](http://tools.ietf.org/html/rfc6265) defines cookie-name with token: cookie-name = token token = <token, defined in [RFC2616], Section 2.2> token is defined in [rfc2616](http://tools.ietf.org/html/rfc2616#section-2.2) as follows: token = 1*<any CHAR except CTLs or separators> CHAR = <any US-ASCII character (octets 0 - 127)> separators = ""("" | "")"" | ""<"" | "">"" | ""@"" | "","" | "";"" | "":"" | ""\"" | <""> | ""/"" | ""["" | ""]"" | ""?"" | ""="" | ""{"" | ""}"" | SP | HT That means cookie-name can be built out of following set of characters: *! # $ % & ' * + - . ^ _ ` | ~ 0-9 A-Z a-z* Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes",PHP
"merged branch jakzal/SetCookieWithMultipleCookiesBugFix (PR #3823) Commits ------- 7f92833 [BrowserKit] Fixed cs. df3da28 [BrowserKit] Using assertNull instead of assertEquals. 87890d3 [BrowserKit] Fixed CookieJar issue being unable to parse multiple cookies from Set-Cookie. Discussion ---------- [BrowserKit] Fixed CookieJar being unable to parse multiple cookies Fix proposition for #3109 My fix splits value of *Set-Cookie* header by comma. Than it checks each extracted part if it starts with a cookie-name (token). If check is positive cookie is added to the list. Otherwise it's appended to the previous value. First element is always added to the list. [rfc6265](http://tools.ietf.org/html/rfc6265) defines cookie-name with token: cookie-name = token token = <token, defined in [RFC2616], Section 2.2> token is defined in [rfc2616](http://tools.ietf.org/html/rfc2616#section-2.2) as follows: token = 1*<any CHAR except CTLs or separators> CHAR = <any US-ASCII character (octets 0 - 127)> separators = ""("" | "")"" | ""<"" | "">"" | ""@"" | "","" | "";"" | "":"" | ""\"" | <""> | ""/"" | ""["" | ""]"" | ""?"" | ""="" | ""{"" | ""}"" | SP | HT That means cookie-name can be built out of following set of characters: *! # $ % & ' * + - . ^ _ ` | ~ 0-9 A-Z a-z* Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes",PHP
Pizza? YES PLOX!,Perl
"merged branch jakzal/SetCookieWithMultipleCookiesBugFix (PR #3823) Commits ------- 7f92833 [BrowserKit] Fixed cs. df3da28 [BrowserKit] Using assertNull instead of assertEquals. 87890d3 [BrowserKit] Fixed CookieJar issue being unable to parse multiple cookies from Set-Cookie. Discussion ---------- [BrowserKit] Fixed CookieJar being unable to parse multiple cookies Fix proposition for #3109 My fix splits value of *Set-Cookie* header by comma. Than it checks each extracted part if it starts with a cookie-name (token). If check is positive cookie is added to the list. Otherwise it's appended to the previous value. First element is always added to the list. [rfc6265](http://tools.ietf.org/html/rfc6265) defines cookie-name with token: cookie-name = token token = <token, defined in [RFC2616], Section 2.2> token is defined in [rfc2616](http://tools.ietf.org/html/rfc2616#section-2.2) as follows: token = 1*<any CHAR except CTLs or separators> CHAR = <any US-ASCII character (octets 0 - 127)> separators = ""("" | "")"" | ""<"" | "">"" | ""@"" | "","" | "";"" | "":"" | ""\"" | <""> | ""/"" | ""["" | ""]"" | ""?"" | ""="" | ""{"" | ""}"" | SP | HT That means cookie-name can be built out of following set of characters: *! # $ % & ' * + - . ^ _ ` | ~ 0-9 A-Z a-z* Bug fix: yes Feature addition: no Backwards compatibility break: no Symfony2 tests pass: yes",PHP
"merged branch stof/autoloader_refactoring (PR #3756) Commits ------- f1f1494 Added an exception when passing an invalid object to ApcClassLoader f5cb167 [ClassLoader] Added a DebugClassLoader using composition 0e54a22 Updated the changelog eae772e [ClassLoader] Added an ApcClassLoader 4d1333f Changed the test autoloading to use the new autoloader 09850bd [ClassLoader] Added a simplified PSR-0 ClassLoader Discussion ---------- Autoloader refactoring Bug fix: no Feature addition: yes Backwards compatibility break: no Symfony2 tests pass: [![Build Status](https://secure.travis-ci.org/stof/symfony.png?branch=autoloader_refactoring)](http://travis-ci.org/stof/symfony) As discussed in #3623, I added a new ClassLoader instead of modifying the UniversalClassLoader, to be able to use the method names without BC concerns. The new class works the same than the composer autoloader regarding the handling of fallbacks, to be able to reuse namespace maps generated by composer. ```php <?php // autoload.php require_once __DIR__.'/vendor/symfony/class-loader/Symfony/Component/ClassLoader/ClassLoader.php'; $loader = new Symfony\Component\ClassLoader\ClassLoader(); $map = require __DIR__.'/vendor/.composer/autoload_namespaces.php'; $loader->addPrefixes($map); $loader->register(); ``` Differences with the composer class loader: - Composer's ``add`` method is named ``addPrefix`` in the Symfony ClassLoader - the methods related to the class map are removed as Symfony has a separate laoder for class maps - the ``addPrefixes`` method is added, accepting a namespace map. I also added a new ApcClassLoader which uses composition instead of inheriting from a class loader, which makes it far more easier to reuse (we could wrap a Composer autoloader with it for instance). ```php <?php $composerLoader = require __DIR__.'/vendor/.composer/autoload.php'; // no need to require the file manually as Composer already registered its autoloader $cachedLoader = new Symfony\Component\ClassLoader\ApcClassLoader('autoload.my_app', $composerLoader); $cachedLoader->register(); // unregister the Composer autoloader as we wrapped it in the ApcClassLoader $composerLoader->unregister(); ``` TODO: - refactor the Debug class loader to use composition too to be able to support different class loaders --------------------------------------------------------------------------- by fabpot at 2012-04-02T16:31:28Z Can you update the CHANGELOG and the UPGRADE file accordingly? --------------------------------------------------------------------------- by stof at 2012-04-02T16:47:43Z I added a note in the CHANGELOG. There is nothing to add in the UPGRADE file as the change is fully BC (I did not change the UniversalClassLoader at all so it can still be used). I'm working on the Debug loader right now so please wait a bit before merging --------------------------------------------------------------------------- by stof at 2012-04-02T17:12:11Z Here is a new DebugClassLoader using composition too. this way, it is able to support the UniversalClassLoader, the ApcUniversalClassLoader (without dropping the use of APC as done previously), the new ClassLoader, the new ApcClassLoader and even the composer autoloader. I'm not sure about the use of ``method_exists`` as it could break if an autoloader implements a protected ``findFile`` method (crappy PHP :cry:) but hardcoding the supported classes would be a pain and requiring an interface would make the autoloaders more difficult to use (as the interface would need to be required first) and would drop the support of the composer autoloader.",PHP
"Move conflicts, YAY me.",JavaScript
Yay testing\!,JavaScript
Yay :D,JavaScript
Displays bingo board with semi-working menu bar.,Python
Adding new class MainDisplay. Yes it looks terrible.,Java
Fixed assessment multiple edits issue Added MessageBox inbuilt YES NO CANCEL buttons instead Override and Update buttons. Ready to Deploy #863 Change-Id: Ib293d486271d506fca16f06d5bbc1ef7bfdc2910 Reviewed-on: http://review.source.gogoego.com/3967 Reviewed-by: Carl Scott <carl.scott@solertium.com> Tested-by: Carl Scott <carl.scott@solertium.com>,Java
Yay small changes that I thought I committed,JavaScript
Yes it is,PHP
"Fix SIGFPE in pkg register when 'SHLIBS: yes' is set in pkg.conf (analyse_elf) Extract some data to do with dynamic libraries from shdr within the loop scanning all ELF sections, while shdr still refers to the .DYNAMIC section. (analyse_elf) Don't try and read data from the notes section if no notes section was found. (analyse_elf) No need to read shlibs and autodeps configuration settings from pkg.conf in this function. (test_depends) Call dlclose() when returning early because of not doing autodeps processing. (pkgdb_register_pkg) Delete duplicated block of code.",C
