payload_commit_msg,repository_language
deleted damned files,C
"edit bom adds and deletes working, but not other crap",PHP
WTF someone yanked a gem! that sucked,JavaScript
holy fuck python 27,Python
added stuff from Wednesday and working wth Nathan,Java
Fuck I'm an idiot,Ruby
Lots of little doc updates such as updated save to reflect the change of auto saving and added the autoSave option and description of it. Added footer credits with avatars. Made small fix to the auto save code by removing the broken params (HOW THE HELL DID THIS WORK?),JavaScript
a lot of tiny fucking fixes,JavaScript
wtf!!!,Emacs Lisp
fixing shit,Ruby
"Add gitconfig, crappy aliases",Ruby
merger som faen fuck wc wx :wx wc x :qa : :x :qa!,Java
What is this XHTML bullshit‽,Ruby
Added some hashing method for solutions. Its ugly as hell >.<,Java
Adding @StanTheRipper's changes. Screw merging and all that.,PHP
"Trying a bit more to fix up signals for #8 Signals now use decorators added in Django 1.3. Because I want to mess around with some cool new stuff, I'm just upgrading the dependancy requirement to Django 1.4. I changed the model to save with update_balance instead of zeroing balance, thinking maybe that was the issue. It wasn't. What. The. Fuck.",Python
Fixed various buggy shit,JavaScript
Shit went haywire. Think I fixed it.,Objective-C
fuck,C
please work for the love of holy fuck,C
"Keynote stuff...wow, this preso doesn't have any graphs or good content in it, we might be screwed.",C#
Why the hell would I want to have the license in the readme?,Ruby
I dunno what I did but I did some shit,Objective-C
"Remove crap, make the new crap land in output dir",Java
fuck yeah round corners,JavaScript
"Move, Damn you.",Java
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
118 - Fixed the conditional on should register with lb. Screwed up the powershell -eq operator,Ruby
fixed a screw up on home page,Ruby
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
vimprobable is a crap,Lua
fuck you gitignore,JavaScript
"Removed MASS REMOVE bug, fucking idiot.",Python
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
"FIXED THE FUCKING BUG, runs like a motherfucker bro",Java
"Re-introduce -g -rdynamic -ggdb when linking, fixing strack traces. A previous commit removed -g -rdynamic -ggdb as LDFLAGS, not allowing Redis to produce a stack trace wth symbol names on crash. This commit fixes the issue.",C
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
Make shit more understandable,Java
FUCK YOU VINCE HERE IS YOUR GOD DAMN CSS TRANSITIONS,PHP
Not fucking with the version after all,Ruby
Remove cookie crap,JavaScript
skip lines wth no quotes in textpre.py,Python
clean visualization without crap stuff...,Java
trying shit,JavaScript
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
got rid of some schema shit,Ruby
remove some crap text that I accidentally added,Java
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
MTVNN: New importer for XMLTV schedule files for the new api (similiar to struppi (MTVde.pm)) CanalPlus: Remove anything inside () in title as it seems to fuck up tmdb. God: Changes. TV2: Changes. TV5Monde: Changes.,Perl
Fixed some shit,JavaScript
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
Update README to include basic setup instruction and remove shitty change log section,Ruby
added maddd shit,Python
I've done it again. Pat me on my back. Fuckin yay.,PHP
"Divine intervention fixed my threading. Thanks, Andrey-sama! Now to figure out the many places where I'm leaking shit, probably.",Perl
"More Javadoc fixes, because I suck at Javadocs",JavaScript
remove bloody .DS_Store,JavaScript
wtf is that,Ruby
added alot of shit,Ruby
Rewrite(actually not...) install-recovery.sh script by eunhwan park fuckin' script.,Java
"kpartsplugin removed, repo git got fucked because i forgot to remove it Signed-off-by: BlackEagle <ike.devolder@gmail.com>",Shell
Implement OpenSSL command line wrapper signing M2Crypto is a bitch to set up on some systems (e.g. Windows). Provide a way to sign using the OpenSSL binary from $PATH instead,Python
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
DB2 shit,Ruby
screwed up loading the PA2 code,Python
fuck the police,Haskell
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
argh WL_EXPORT screwed with my brain;p,C
DB2 Shit,Ruby
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
match new connection shit,Ruby
wtf test?,PHP
Damn ISSS big menus,PHP
wtf spacing,Java
Damn ISSS big menus,PHP
Added my dj production and fucking your style,Ruby
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
100% working version now just need to add more variables for cVar and itemCode in MasterVoteListener. Damn you RSA keep tricking me.,Java
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
Crap load of bug fixes,Java
Damn ISSS big menus,PHP
"Perl, stop being a little bitch.",Perl
Broke out command logging code into separate reader/writer classes. Using a separate class for the LogEntry. Renamed some other crap. And we got ice cream sandwiches... not too shabby,C++
Damn ISSS big menus,PHP
Allow 'all' ass a webserver option.,Perl
Damn ISSS big menus,PHP
hn even though whoever submitted it used a shitty title,JavaScript
crap,JavaScript
wtf. fixed.,Java
Damn ISSS big menus,PHP
trying to fix crappy caching,Ruby
"Increase score required to win. Not set in stone, should be higher. Completely removed the random color selection. Now just picks from a array of predefined colors. Screw it. Units, when evading, will stop at a base of their faction, heal and STOP SHOOTING AT NOTHING. They will, however, protect themselves while healing until ready to go. Added in the winner's roster board. It will display the last 6 winners with stats about the fight.",JavaScript
Damn ISSS big menus,PHP
Damn ISSS big menus,PHP
fuck die shit,Java
fjerner piss,Java
getting shit working,Ruby
fucking console crap!,JavaScript
wtf github,JavaScript
DOORS BITCH\!,Python
remove shit; c,VimL
fixed shit,Ruby
"Tried to solve the problem with dnd in IE, but I'm too tired to work with that piece of shit. A try-catch will have to work for now",PHP
trying to fix nokogiri shit,Ruby
everything's fucked,Ruby
create: Fix direct munge of a single tgz input file when outputting to a file. (I'm starting to feel the effect of the stack of crappy workarounds... :D),C
test for screen.width ass innerWidth doesn't work,JavaScript
"gah, wtf",Ruby
fuck a color puts,Ruby
"Changed info.lua format, and rewrote file loading info.lua has a new changed format, with a lot less cruft. Instead of a global MODULE table, you now just return your shit, All the variables in info.lua tables are now lowercase. Also sh_module.lua now is a lot less retarded, and uses the new file API (I also changed every modules info.lua files to be compatible with the new shit)",Lua
ADDED THE DAMN RC.D FUNCTIONS,Shell
"truco pa cambiar background en seccion servicios, done bitch",PHP
"Seriously WTF, LLVM/clang?",C
fixed fucked up translations...,PHP
Changed to wait until mincemeat server is running to execute the SSHs (though hacky-as-hell way to do it). Added more college machines.,Python
Switched to Vundle Manual managing git submodules is pain in the ass. Vundle comes to my rescue!!!,VimL
"Added a configurable limit to Drill, Builder and Pump, Item Relay now works with a dispenser, which will also suck in nearby items.",Java
Merge pull request #2 from RageModDevs/master Keeping my own repo up to date! Hell yeah!,Java
"Fuck, it wants me to commit this file? So be it.",C++
Get licenses straightened out. God damn!,Java
Changed lots of shit. Too lazy to remember what. View file comparisons if you care.,PHP
"Tweaked gui settings. Made them match my laptop config, and changed the default gui font (though, in retrospect, this may screw me on other machines...).",VimL
Bloody thing isn't working,PHP
fixed my broken crap,JavaScript
Trying to get query right so that it isn't so fucking slow.,JavaScript
ignore datastore; pb résolu pour la génération des formulaires avec wtforms : copie du dosser ext de wtforms dans Flask-WTF et modif de l'importation de Form (wtforms) par Form (flaskext.wtf),Python
Remove crap entitlements,Objective-C
"Added wall grind and jump. Hell yeah, baby\!",JavaScript
"Merge pull request #11 from AdrianGaudebert/wall-jump Added wall grind and jump. Hell yeah, baby\!",JavaScript
"Merge pull request #11 from AdrianGaudebert/wall-jump Added wall grind and jump. Hell yeah, baby\!",JavaScript
"Merge pull request #11 from AdrianGaudebert/wall-jump Added wall grind and jump. Hell yeah, baby\!",JavaScript
Dependency hell,JavaScript
Damn windows,Python
we can now draw the fucking coords,JavaScript
added some social shit,JavaScript
Initial crap graphics,JavaScript
remove crap apps,PHP
Bitch: create bit masks from monochrome. Pinch: rename B to BPP. Accept RGB too,C
Accounting for Ferrell and Ruth. Damn guys were good at everything.,Ruby
start of 'Pissed Off Peanuts' level - slingshot,JavaScript
"ImageOptim'd the shit out of this, yo.",Ruby
vertical platforms suck!,C#
Where to start? Complete rewrite. Quad trees and objects and bitch (see pinch) and etc,C
Basic array handling mistakes. Beginner crap!,JavaScript
"Added the shit color event for the player, removed the change color event when touching a tile.",JavaScript
"Merge pull request #12 from AdrianGaudebert/shit-player-color Added the shit color event for the player, removed the change color even...",JavaScript
"Merge pull request #12 from AdrianGaudebert/shit-player-color Added the shit color event for the player, removed the change color even...",JavaScript
deleted shit,Ruby
FUCK YEAH,C++
"Screw 1.9.2 ;) If you'd like to use Celluloid and insist on using YARV which has a GIL, at least upgrade to 1.9.3 please!",Ruby
More shit in the parsing voodoo. Should figure out where threadMax goes.,C
merge wtf,Java
What the hell was a rake doing in there,Ruby
"Parsing works Damn, that worked surprisingly smooth",Haskell
I changed some shit.,Java
shit invisible caracter Signed-off-by: bussiere <bussiere@gmail.com>,JavaScript
fuck off,JavaScript
shit invisible caracter Signed-off-by: bussiere <bussiere@gmail.com>,JavaScript
"up 0.0.2. stable bullshit. because i'm lazy, I do copy api2ch in modules directory, instead of make pypi package",Python
"fixed editor's buttons for bootstrap 2.0.2, fixed bug that screwed library examples fetching",JavaScript
"Woah, turning off those damn arrow keys is scary. /cc @compactcode",Ruby
Increase M3 screw holes from 3.2mm to 3.3mm to avoid drilling.,Python
Added the random modified old version of cvbloblib that works on my set up holy crap hard to find dear god so much time wasted etc etc,C++
fixed fuck-up,Python
This file parsing crap is getting out of hard.,C
FUCK,Python
"hacked the shit out of the meeting form, woo",Ruby
Merge pull request #3 from RageModDevs/master Keeping my own repo up to date! Hell yeah!,Java
Script tidying. Heaps of Jase styles cause he fucked a merge or something,JavaScript
"Redid xException class, because fuck std::exception",C++
WP Import now correctly replaces the [caption] crap with real divs and styles the caption divs accordingly.,Ruby
fuck yea!,C
branching hell,JavaScript
Added the beginning of a fitness function module to check each organism against the template piece. Also uploaded the .DNA file for the template piece so I don't lose it because I think that if I have to write it out by hand one more fucking time I will tear my eyeballs out and strangle myself with my optic nerves.,Python
damn,JavaScript
back end as hell,PHP
fuck... I forgot to add some markup. I am sure I am not done with list.php yet..,PHP
added clickBox framework for arbitrary # of changes; added list of variables to global state; holy shit,C++
i suck at markdown,Ruby
Ignore SIGPIPE. That sucked.,C
holy crap,JavaScript
add ass option,Ruby
I suck at git; [unity-lens-files] Forgot to add install file,Shell
This is total crap.,JavaScript
Pain in the ass Android and UI refreshing,Java
fixed ass ma pipe,Ruby
move config.h include to top we need to define _GNU_SOURCE in Linux before loading stdlib otherwise it won't pull in asprintf fucking linux,C
wth,Python
it is 1:20am. I forgot shit last time. NO JUDGING,PHP
styling for the damn event list page,PHP
It is fucking 2 am. It works. Deal.,PHP
- use Apache Ivy to deal with the dependency hell,Java
"What the hell is this? Get outta here, snail.",Ruby
fucking sliders,JavaScript
Custom: Fixed recent compile error ... next time be careful when you use a code don't just coppy paste it ps: why the hell you change AddNPCPassenger if you use AddNPCPassengerInInstance for instance scripts??,C++
"Re-work autosizing, so that it doesn't suck so much.",PHP
added more crap in,Objective-C
added more crap in,Objective-C
Renamed the extension so it's not so damned long.,PHP
Renamed the extension so it's not so damned long...,PHP
"Forgot php, damn :D",PHP
"almost there, dont wanna lose this crap",JavaScript
"Added realtime tab-size preview for Firefox and Opera, and future browsers that don't suck.",PHP
fucking around with shows,JavaScript
Exclude mtime from nosy stat. (Damn egg files keep getting rebuilt.,VimL
"Seriously WTF, LLVM/clang?",C
Remove crap,Shell
still doesnt fucking work,JavaScript
Added more serial shit,C#
plugin_openid: fixed crappy html.,PHP
fixing shit,PHP
More work on map algo. Added game room logic. Added Deck mechanism for removing shitty string programming with 'game' and so on... :),JavaScript
"dissector: simplified code in dissector, removed duplicate code The dissector code was quite confusing and screwed up. This patch makes it a little more cleaner and clear to understand. Signed-off-by: Daniel Borkmann <borkmann@iogearbox.net>",C
Make notify-me not suck as bad.,Ruby
Fuck envision charts,Ruby
Removed some debug crap I had added,C++
"dissector: simplified code in dissector, removed duplicate code The dissector code was quite confusing and screwed up. This patch makes it a little more cleaner and clear to understand. Signed-off-by: Daniel Borkmann <borkmann@iogearbox.net>",C
Lots of shit,JavaScript
fuck,C
deleted some shit,Python
What the hell,Ruby
removing crappy .swp files,Ruby
cleaning up list.php. because it is a bitch,PHP
We don't want to send the bloody frame twice.,Ruby
Bumping up the version forced by the npm registry that somehow screwed 0.6.0 and does not allow rebublishing it with force even when unpublishing.,JavaScript
wtf with dropbox & git???,C
This should be most of the parsing done. It will have a fuck ton of bugs when we compile it though.,C
Adaptive pathfinding + debug visualization (still buggy like hell),Java
removed some unnecessary wordpress crap,JavaScript
Removed progressDialog which crashed all the damn time!,Java
I don't know what the hell I was thinking.,Java
Those damn CR+LF line endings...,Ruby
Those damn CR+LF line endings...,Ruby
Fuck! This's bad,JavaScript
Deleted vim shit. I forget git config --global core.excludesfile ~/.gitignore_global,Ruby
omfg i need to learn markdown better,JavaScript
Covering my ass,JavaScript
readd missing xib file (wtf?),Objective-C
Screwed up,Ruby
"Handle sequence numbers correctly, and update for Flask-WTF. Fixes #1.",Python
removed crap,JavaScript
Damn VM acting up. Saving work.,C
Fix for new Flask-WTF.,JavaScript
Fix for Flask-WTF 0.6.,Python
crappy temp solution for known salt generation,CoffeeScript
Fix time sync - bloody one-liner to make it finally working,C++
"Fuck yeah, few hours to find this sucker.",Assembly
damned LastValidEntry,Python
included some login crap,Python
Join not working in a weird way. Wrong record coming from a pipe. WTF Worthy.,C++
"* Updated bubble styles, bubble html and bubble shit whatsoever",PHP
Stuff and shit,C#
Make non-optimised version compile again... and break optimised version. ...or not. WTF.,C
Remove crap,Objective-C
A very shitty game over screen.,JavaScript
totally rewriting backend so it's not a piece of shit. added module prefixes and hook_cache_money_caches(). feeling pretty hood right now.,PHP
Crappy splash screen added! YAY,Java
added open graph shit,JavaScript
"Team osops, Fuck yeah!",Ruby
functional shit... woot,C
Removed crap,C++
"holy shit, round trip",Ruby
This will work much better if I don't hard code fucking 'poker' into the query string... doh,Ruby
"Graph works, need to fix the damn SignalSources",Java
"added intial sidebar declaration in the fucking style.css file. Why, you ask? Because it is fucking 3:12am and I have lost my damn mind",PHP
again with the fucking conflicts,PHP
"added instructions (paste your shit in the box, magic happens)",PHP
fuck da po po,Haskell
fuck,C
RVM HELL,VimL
Updates to Test Coverage Damn. Can't get the SMS message sending. Had to comment out the onSend ActionMethod in the SMS testing method.,OpenEdge ABL
"listen on tcp, fuck IPC",Puppet
Removed some silly shit.,Java
Added some damn boxes already,JavaScript
Clearing out crap that doesn't matter.,JavaScript
Got rid of shitty migration,Ruby
grab this shit,JavaScript
images now don't suck,Ruby
SVN: Changed svn:externals for TableLayout. Was causing problems since the esotericsoftware directory is now version for the GWT XML crap. git-svn-id: https://libgdx.googlecode.com/svn/trunk@3609 6c4fd544-2939-11df-bb46-9574ba5d0bfa,C
holy shit it works,Python
SVN: Changed svn:externals for TableLayout. Was causing problems since the esotericsoftware directory is now version for the GWT XML crap. git-svn-id: https://libgdx.googlecode.com/svn/trunk@3609 6c4fd544-2939-11df-bb46-9574ba5d0bfa,C
fuck jade,JavaScript
fuck jade,JavaScript
fuck jade,JavaScript
fuck,C
Updated to re-do routes through leg 30 (leg 27 and 29 are still screwed up however due to some direction service funkiness),JavaScript
fuck,C
fucked,Python
bugs shit,JavaScript
sigh fuck,JavaScript
Fixed crap... ?,Java
No longer using canvas - hell ya,CoffeeScript
Removing unneeded crappy twig files.,PHP
Don't fuck with the unread counts.,Ruby
"screw stacking, add a jitter and line up the bars side by side",Python
FUCK YEA focus points saving all thats left is notes,JavaScript
fixed the crap saad added,JavaScript
Added a lot of stuff... may have screwed up the submodules,VimL
finally got this class_eval shit working,Ruby
Don't alias destroyed? as this will override persisted? and thus screw up to_param,Ruby
Added some crappy comments,Java
wth,JavaScript
"Fixed the project's .svc - now it works, kind of anyway. Fucking hell.",C#
bullshit commentary,Java
Remove crapp,PHP
Left a damned print statement in,Python
make the new game form suck less,JavaScript
crap gotta use a public gist for the micro_migrations gem,Ruby
export CC for the weird ghetto gcc-4.2 bullshit on xcode 4.3,Ruby
Added custom AnalogClock because the standard control doesn't allow you to set the time which is fucking stupid if you ask me.,Java
wtf,Java
Re-introduced Pyglet because of dependency hell,Python
Tabs to spaces WTF!!,PHP
TW2-izing the hell out of dynatree.,Python
Remove json.js - screw old IE versions :),JavaScript
test shit,JavaScript
Fixing router/balancer specs (except for the damned parameterised module),Erlang
"Imporved performance, made generated code look a tad bit more like actual source code -- but leaving it damn nigh unreadable -- Actually looks pretty cool in Eclipse now!!!",Java
"Adding/editing of comments/responses working At least I was unable to test response editing, because that damn button is positioned exactly where the others are.",PHP
fucking git,Java
Fixed zoom only being applied to the video and not the subs. Added browser DPI detection. Incomplete implementation of pre-loading only those fonts which are used in the ASS file.,JavaScript
deleted crap,Java
"merged branch Seldaek/patch-1 (PR #281) Commits ------- 570f475 Improve phar compression Discussion ---------- Improve phar compression Just did those changes for composer, with this patch added I only get a 4% size increase from the fully stripped version. Without I had a 33% size increase by adding the ""stripComments"" method from Silex which kinda sucked. As far as I can tell it doesn't break anything.",PHP
New values for empathic agents New method for calculating WTH,Java
Solves for current through each component. how the fuck do I get the voltage at a point??,Python
"Merge branch 'master' of github.com:djbe/ElectroJam Also replace sound pool by mediaplayer, that shit never works correctly Conflicts: res/layout/instrument_looper.xml src/com/davidjennes/ElectroJam/TestActivity.java",Java
fuck load,C
fuck load,C
"fix whitespaces, damn editor",Python
"Damn, let's try again.",Python
corrdinaat shit,Java
Editor shit,C#
"Make the tapping already there step actually work For when the symlink for a tap already exists and points to the thing we are about to symlink. This can happen, mostly because my code has sucked, but since the filesystem can be edited by the user at whim, it's possible then too.",Ruby
just cleaned up the warnings - shit was pissing me off,ActionScript
fuck you ie,JavaScript
"put in the forever daemon as a node module for the purposes of live deployment. god, what a fucking pain in the ass",JavaScript
deleted hell-gem,Ruby
removed windows shit from vimrc,VimL
some shit,JavaScript
Fuck code folding,VimL
added some shit,JavaScript
god damn,Ruby
Adding some minor additions before removing IDEA project crap.,Scala
Damn maven-release-plugin !,Java
trying to fix shit.,Java
useless commit message because fuck you,C
RErerererefix toString I was hell confused….. and then it turns out the RC thing may be my fault? I DONNO. It works now so that's all that matters.,Java
coffeescript this shit,JavaScript
Fix it damn it,Ruby
nested validations are fucking kewl.,Ruby
markup shit,PHP
add some tab shit and also add colors for command line git repo,Shell
...pissed already,Python
Completed Ex. 36 This program is laughable. If-statement hell really. What would really help is a way to save state of the player's inventory and what's in each room at any given time. What's the best way to do that?,Python
fuck you,JavaScript
"13/14 added. 14 takes 2:20 ish... still runs faster than the haskell versions on the solution site; assuming I'm fucking up the stack size rts, or my computer's just shit.",Haskell
Ajout de constantes pour police and other shit,ActionScript
well fuck,Ruby
"fixes gh-2: added ladders. They look quite crappy and the heroes behavior on them is quite crappy, but they work for now.",Lua
Update AndroidManifest to be before screwed up,Java
resubbed the login in main.py because we suck at conflict resolution,Python
Comment out de shit quelconque,ActionScript
Removed more unneeded shit from README,Ruby
WTF,Python
a failing test. damn,Go
wtf?,Scala
ITS 2 IN THE FUCKING MORNING,Java
"This Makefile sucked, and still sucks. But now, a little bit less.",Shell
screw you android,JavaScript
"Wow, closing div tags with anchors? That's some super-advanced HTML shit.",JavaScript
"Added a README.md for GitHub, and finished off the template engine. Wowee! Sure, it's not the best template engine in the world, but it's simple and flexible, and it's all I need, so SCREW YOU if you don't like it. There I said it. Buckley's - \buk-LEE-z\ - noun; A very small, or no chance of success. Likely named after convict William Buckley, who managed to survive for many years after escaping, despite all odds being against him. Also presented as: Buckley's chance; Buckley's or none. Ship's log. Day 38. Ship's engineer Tyler Halmond has been missing for 3 days now. Personel records relating to Tyler also appear to have been wiped, although no-one can find either records or logs of this happening. All lower decks have been checked repeatedly, and we are scanning though security footage for clues. Without personel files, the security scan must be done manually. Engine four spontaneously shut down for 48 minutes precisely today, then restarted and has been running as normal since. Engineering staff are trying to figure out the cause, but have reduced manpower due to the disappearance of Tyler, and the continued search of the ship. ETA is still on schedule.",PHP
Shit shit,JavaScript
color on select shit,JavaScript
added shit i forgot,JavaScript
shit,PHP
"Incosistent license information The POD claimed the license was ""same as perl"", but really it's GNU APL. The latter is more permissive, so I don't think that will cause any problems. In case you/somebody really want an older version to be licensed under GPL-1 i don't really give a shit, feel free.",Perl
Added some fancy jQuery shit.,Java
"WE HAVE PRIORITIES, BITCH.",C
- Adding warning about Release builds not working (WTF).,C#
- Making release builds x86. Removing WTF from Readme.md.,C#
trying to upload my damn project,Ruby
Removed old crap,Scala
"Revert ""Revert ""Revert ""Revert ""Revert ""prebuilt audio libs the fucking sloppy way"""""""""" This reverts commit 31fabc5f81d63b3b672f1a395061c2de4c1b9fa0.",Shell
"crap, merge error",Java
Pie charts suck.,Java
Pretty screwed up. Back up before further screwup,C
Remove debugging crap,C++
removing storage and AR crap,Ruby
more responsive shit,JavaScript
its got more bugs and I am going to end for the day. The header need to be recalculated and possibly even redone to work properly. Maybe even drop the tab code and recode it to not suck,PHP
... WTF?,Java
Thought I had fixed this damn 404 page but apparently not,JavaScript
Ignore binary shit.,Java
mobile shit,JavaScript
fucking gemfile,Ruby
fucking with it,Ruby
Oh shit....,PHP
personalized and shit,Python
saving deps hell.,Haskell
now these piece of shit fucking corkboard twats actually have their own fucking goddamn shit brained watchers for some fucking reason. what kind of motherfucker would actually watch any of these shitty ass pages?,PHP
finished this crap,JavaScript
who the fuck posts pictures of their fucking dogs on the interwebz anyway?,PHP
this piece of shit fell of my last commit so here ya go mothafuckas,PHP
initial template structure... damn i have absolute no talent for this,JavaScript
git is shit.,PHP
redoing submission controller because git is shit,PHP
final versions of crappy cuda code,C
HEY CHECK OUT MY FUCKING DOG MOTHERFUCKERS. IT'S PRETTY MUCH WAY MORE BADASS THAN YOU CAN EVER HOPE TO BE,PHP
wtf,C
About page that doesn't suck.,Ruby
Merge pull request #4 from ryands/master Update COPYING -- I knew I would screw this up.,C
About page that doesn't suck.,Ruby
Merge pull request #564 from msabramo/patch-2 Fix the ordered list formatting that I screwed up with my last pull request :-(,Python
removed the crappy index.html,Ruby
"Fuck it, we'll do it live!",Haskell
"shit works, heavy",Objective-C
more java crap...,Ruby
so much shit,JavaScript
the db exported to a json string how fucking cool is mongo,Ruby
adding the carousel javascript with static images and links. also i had to rename magic mockup because it was screwing with the carousel jquery object's chi. if magic mockup loads before the carousel jquery then not so screwed up anymore.,JavaScript
update src/main/resources module file. but I'll remove this file. shit....,Java
fuck usart,C
another damn README tweak,PHP
simple shit,Objective-C
"fixed tons O' crap, current score: 6/7",Java
"fixed tons O' crap, current score: 6/7",Java
"Sprites work, but completely screwed up my icon links & CSS for list items. Had to completely rework Lots of messing w/padding & margins to extend the hit area of the ""a h3"" up to cover the icon images, which are now actually outside of the <a> tags in the html due to user background images instead. What a pain. But it works!",JavaScript
"Make this bitch compile, like the dirty girl it is",Java
FUCK YEAH IT WORKS,Java
It fucking works fuuuuuuuuuuuuuckkkkkkkkkkk,Java
"What the hell has bruce Done? So I've implemented Chartboost, I know ANOTHER 3rd Party SDK? Well this guy wants to do a cross promo with us, but he only uses Chartboost to manage his cross promos. So I took a stab and the damned thing works. If the constant promos annoy you, I'll turn it off. Took me a bit to make it work.",Objective-C
Removing the bloody backslashes,JavaScript
Merge pull request #1 from dxtr/master PULL THIS SHIT,C
"""Let in"" in pattern hell, one more iteration This reverts commit 28bcf05dd876beea8697f6ee47ebf916a8b94cdf. An other wrong externalize function git-svn-id: svn+ssh://scm.gforge.inria.fr/svn/coq/trunk@15021 85f007b7-540e-0410-9357-904b9bb8a0f7",OCaml
More model shit,Java
"Trim arguments and add ""details"" view for jobs, so that jobs with long arguments don't screw up the #index view",Ruby
Removed git shit,JavaScript
Driving around a shit a bit now.,C++
added sick ass icons,Ruby
hw2-3: added long-ass testcase from the forum,Python
Cleaned up css code from git shit,JavaScript
holy crap! it works!,JavaScript
wtf?,Java
"Going back to the version that is now online, after version control fuck-up.",PHP
god what the fuck am i going to do,C
Djape changed shit.,JavaScript
bob adding crappy intro,Perl
what the hell was it doing,Python
removed damn images folder,JavaScript
bob adding crappy intro,Perl
WTF????,Ruby
commited my shit..,C++
Applying .gitignore by the letters. And update the shit.,Ruby
ass.,PHP
syn on wtf,VimL
Now with more variables and less hard-coded shit,Java
Sinnloses update :D Change the fucking GUI!,Java
facebook-connect js shit,JavaScript
Implementation of kick ass feature.,JavaScript
yeah changed bundle name. because it sucked.,PHP
Merge pull request #2 from steckel/feature-branch Implementation of kick ass feature.,JavaScript
SAVE MY FUCKING DOTFILES,Shell
"If you don't get a shit at what I've commited, then everything is fine. * Started reworking the server. Use `node main.js` to start it (Doubt it'd work for now though). * Added some enums and modified some others. Yeah, I know, there are duplicates, i'll deal with them later. * Created a gameServer and a Trainer class; both are to be used server-side only. * Also added a Helpers class. * Modified Kanto's world map, even though it's likely than in the end it will NOT be used. * Some cleanup here and there, mostly whitespaces.",JavaScript
Randomly chosing between two possible productions of a rule. Still a crap implementation,Ruby
WTF Rdoc.,Ruby
Empty VS2010 C# project to start shit off.,C#
"Insert a lot of control codes to uMem and distribute them accordingly. With the inclusion of ALU (did not simulate with it before, but it might be the increased size of uMem) simulation size now exceeds modelsims recommended size... Damn >.<",VHDL
Deleted Eclipse shit.,Java
Add more documentation on what the hell is goign on in Mojo.,JavaScript
make this shit multi threading!,Java
iphone shit,JavaScript
"@kevsung Bullshit, just wait until next month, I'm sure you accidentally activated another line or tethering.",Shell
Unnecessary 0's being printed on array declaration .. Problem seen in method draw_plots(). The key is to declare arrays as follows : sine = a[5] cubix = b[5] Simple variable declaration returns a void that does not screw up the output file w/ 0's,Shell
"almost donw with parsing table, is ambigous still due to crap grammar -.-",Java
A few more logging messages to figure out WTF is up,Groovy
added readme shit.,JavaScript
Slightly improved functions removed //wtf <- just for testing :-D,Delphi
"One more attempt to override. WTF, Mate?",Groovy
wtf mate,C++
Oh crap whoops,C++
damn you vim for inserting bunch of i in the source :P,Lua
wtf,Python
fuck ya it works,C
ASs,Python
prototypes: slam and shuffle. toggling hell,JavaScript
updating to work with Mac Mac is a bitch ass pain in the ass bitch,Ruby
damn you zsh correct_all,Shell
move shit,Ruby
updated shit,Java
Added: coerce `res.set()` values to strings if you use res.get() this can bite you in the ass if you set an etag to a number for example :) good times,JavaScript
ASs,Python
fuck all the shit,C++
shit,VimL
can markdown be any more shit? no.,Ruby
"Force sequential build, should fix dependency issues. This damn thing needs to be rewritten in CMake, shame on wxWidgets devs.",C++
sorting shit out,Ruby
shit,C
"IT FUCKING WORKS. No Seriously, it FUCKING WORKS.",JavaScript
more shit,Ruby
Removed scroll event for crappy fixed positioning. Overlay metrics not repeatedly recalculated.,JavaScript
"Set blob key name to SHA1 digest, but fucked up CSS a bit...",Python
testing crap,Java
"Project runs, aliens shoot lasers and shit. MSZ",C#
new blog post draft - dependency hell,Ruby
Removing the welcome to my app bullshit,JavaScript
removed crap,Java
fix damn compile error,C
italic comments suck,Python
github likes to bitch about not having a readme file. fixing that,C
Crappy origin object draws something now...,C++
fuck you I win heroku,Ruby
comment out println crap,Clojure
bitch,C#
"The beginning of the end of RMagick! Still needs lots of testing but seems comparable to the current autowidth calculations, is much faster than RMagick and more than anything - it removes a dependency on a Gem that is a huge pain in the ass.",Ruby
fixing shit,JavaScript
